Date,Symbol,Actual,ARIMA_Forecast,SARIMA_Forecast
2021-02-16,ADANIPORTS,0.0251808955439904,0.0225059847855145,0.016222652892339005
2021-02-17,ADANIPORTS,0.0243967053147382,0.022510519210993,0.016157119309800374
2021-02-18,ADANIPORTS,0.0238857671191705,0.022514917327976468,0.016105769030577238
2021-02-19,ADANIPORTS,0.0229253693475903,0.022519183234008446,0.016064283258766705
2021-02-22,ADANIPORTS,0.0225665157499076,0.022523320903457,0.01599754481317685
2021-02-23,ADANIPORTS,0.0222921717034798,0.022527334191217482,0.015952105975205393
2021-02-24,ADANIPORTS,0.0210263819777573,0.02253122683630397,0.015877424629538825
2021-02-25,ADANIPORTS,0.0228123905423937,0.02253500246533276,0.015827855406652908
2021-02-26,ADANIPORTS,0.0256618946629201,0.02253866459590113,0.015768552253351845
2021-03-01,ADANIPORTS,0.0247640258714715,0.02254221663986454,0.015728653944953673
2021-03-02,ADANIPORTS,0.0227691308690788,0.022545661906515316,0.015682831531563277
2021-03-03,ADANIPORTS,0.0227686344574234,0.022549003605665786,0.01559107282554443
2021-03-04,ADANIPORTS,0.0230712358163254,0.022552244850638718,0.015516396413868285
2021-03-05,ADANIPORTS,0.0234421827005178,0.02255538866116789,0.015453746647837595
2021-03-08,ADANIPORTS,0.023383337378552,0.022558437966211434,0.015404471005610827
2021-03-09,ADANIPORTS,0.0232888056506343,0.022561395606680638,0.015364498106445395
2021-03-10,ADANIPORTS,0.0235282232355656,0.022564264338086695,0.015300722656636645
2021-03-12,ADANIPORTS,0.0243560207231002,0.022567046833107913,0.015257029894679702
2021-03-15,ADANIPORTS,0.0246517264594697,0.02256974568407972,0.01518577330374539
2021-03-16,ADANIPORTS,0.0236287587260083,0.02257236340540985,0.015138193466625732
2021-03-17,ADANIPORTS,0.0256909345157563,0.022574902435920915,0.015081440684605553
2021-03-18,ADANIPORTS,0.0258612155935511,0.022577365141122532,0.01504298432860271
2021-03-19,ADANIPORTS,0.0251807466735773,0.0225797538154152,0.014998946558325751
2021-03-22,ADANIPORTS,0.0273427328592279,0.022582070684227885,0.014911607514111577
2021-03-23,ADANIPORTS,0.0272230077205329,0.02258431790609135,0.01484037536821056
2021-03-24,ADANIPORTS,0.028596256717592,0.022586497574649186,0.014780484102674801
2021-03-25,ADANIPORTS,0.0289689119457435,0.022588611720608363,0.014733203984508732
2021-03-26,ADANIPORTS,0.0292700632414558,0.022590662313631157,0.014694696874059587
2021-03-30,ADANIPORTS,0.0264350711461718,0.022592651264170205,0.014633754102539394
2021-03-31,ADANIPORTS,0.0248984812679777,0.022594580425248395,0.014591746663870062
2021-04-01,ADANIPORTS,0.0264246340110778,0.022596451594185246,0.014523757748387796
2021-04-05,ADANIPORTS,0.0251013339435771,0.022598266514271402,0.014478092298905277
2021-04-06,ADANIPORTS,0.036906255065875,0.022600026876392783,0.014423782598510454
2021-04-07,ADANIPORTS,0.0371113715292544,0.022601734320605905,0.014386724256269336
2021-04-08,ADANIPORTS,0.0370707662211015,0.022603390437665866,0.01434440740647137
2021-04-09,ADANIPORTS,0.0370605703626589,0.022604996770508375,0.014261273188105727
2021-04-12,ADANIPORTS,0.0431342303541258,0.02260655481568725,0.014193326203790711
2021-04-13,ADANIPORTS,0.0433000656167063,0.022608066024768694,0.014136073473657956
2021-04-15,ADANIPORTS,0.0433302402361781,0.022609531805683647,0.014090712477648894
2021-04-16,ADANIPORTS,0.0432051814958279,0.022610953524039516,0.01405362495514984
2021-04-19,ADANIPORTS,0.0445030473820109,0.022612332504392443,0.013995390203206547
2021-04-20,ADANIPORTS,0.0434720707328228,0.022613670031481344,0.013955009015490535
2021-04-22,ADANIPORTS,0.0435500517648984,0.022614967351424833,0.013890137902247171
2021-04-23,ADANIPORTS,0.0437862017131704,0.022616225672882212,0.013846314352819494
2021-04-26,ADANIPORTS,0.0423806549739606,0.022617446168179484,0.013794344811926226
2021-04-27,ADANIPORTS,0.0424371415567817,0.022618629974401606,0.013758641289839267
2021-04-28,ADANIPORTS,0.0412305874421998,0.022619778194451826,0.013717983523273065
2021-04-29,ADANIPORTS,0.0406755137289398,0.02262089189807924,0.013638849844517796
2021-04-30,ADANIPORTS,0.0408935596321257,0.022621972122875415,0.01357403628124623
2020-11-02,AXISBANK,0.0223227008658213,0.02066337260089457,0.020276212895779303
2020-11-03,AXISBANK,0.022460803857421,0.02073328953821146,0.019971962263009773
2020-11-04,AXISBANK,0.0231402369188948,0.020800387202179665,0.01968028450789273
2020-11-05,AXISBANK,0.0235194028350159,0.02086477927486993,0.019396277031356598
2020-11-06,AXISBANK,0.0233996751946221,0.02092657485433024,0.01909851996382526
2020-11-09,AXISBANK,0.0238653232258555,0.020985878639428197,0.018799359619850912
2020-11-10,AXISBANK,0.0242962028271851,0.02104279110723997,0.01851762190300692
2020-11-11,AXISBANK,0.0245479276335946,0.02109740868328635,0.018239008294638124
2020-11-12,AXISBANK,0.025223517838691,0.021149823904904365,0.017972264311346856
2020-11-13,AXISBANK,0.0242684672486828,0.021200125578031213,0.017684476588369025
2020-11-14,AXISBANK,0.0242780870344836,0.02124839892766617,0.017419361525217312
2020-11-17,AXISBANK,0.0234429673217586,0.021294725742265402,0.017157169323593763
2020-11-18,AXISBANK,0.0233334775225279,0.021339184512314327,0.01689646897117536
2020-11-19,AXISBANK,0.0258647232925949,0.021381850563312266,0.016642456080425812
2020-11-20,AXISBANK,0.0260197783825341,0.021422796183394772,0.016398198550058814
2020-11-23,AXISBANK,0.0265940654083956,0.021462090745809796,0.016160055097848243
2020-11-24,AXISBANK,0.0261980428617998,0.021499800826455213,0.01591213907768641
2020-11-25,AXISBANK,0.027442434358615,0.021535990316676905,0.01566359729377249
2020-11-26,AXISBANK,0.027355248009476,0.021570720531518407,0.015428380443300428
2020-11-27,AXISBANK,0.0271599798271303,0.02160405031360564,0.015195881754483552
2020-12-01,AXISBANK,0.0270512287624511,0.021636036132842637,0.01497257878538765
2020-12-02,AXISBANK,0.0243822285886227,0.02166673218208725,0.014734064401184032
2020-12-03,AXISBANK,0.0243962935749461,0.021696190468968885,0.014512742828138147
2020-12-04,AXISBANK,0.0239782804194974,0.02172446090400388,0.014293966232445051
2020-12-07,AXISBANK,0.0235737269108182,0.021751591385157757,0.014076667930352648
2020-12-08,AXISBANK,0.0235902359167014,0.0217776278789977,0.013864694129502255
2020-12-09,AXISBANK,0.0223850330581397,0.021802614498572643,0.01366031369385809
2020-12-10,AXISBANK,0.0217782062744582,0.021826593578153062,0.013460821564476061
2020-12-11,AXISBANK,0.0204952252684973,0.02184960574495696,0.013254434379429577
2020-12-14,AXISBANK,0.020205231226874,0.02187168998798365,0.013047927993754241
2020-12-15,AXISBANK,0.0201230979566175,0.021892883724071957,0.012851639822496786
2020-12-16,AXISBANK,0.0200970586179564,0.021913222861294726,0.01265770110671069
2020-12-17,AXISBANK,0.0192024723561482,0.021932741859797066,0.012470909034219468
2020-12-18,AXISBANK,0.019052878682738,0.0219514737901814,0.012273163780915293
2020-12-21,AXISBANK,0.0195987670402257,0.021969450389538247,0.012088484031294566
2020-12-22,AXISBANK,0.0198289230613777,0.02198670211521768,0.011906005399589935
2020-12-23,AXISBANK,0.0193794606670903,0.0220032581964325,0.011724932277768146
2020-12-24,AXISBANK,0.018400684515817,0.02201914668378067,0.01154811141799996
2020-12-28,AXISBANK,0.0171130412889071,0.022034394496770804,0.01137722024390109
2020-12-29,AXISBANK,0.0170650430140726,0.022049027469431274,0.01121024871593857
2020-12-30,AXISBANK,0.0166380174245858,0.022063070394080245,0.011038456452136365
2020-12-31,AXISBANK,0.0167587227225652,0.022076547063330745,0.010866862449141153
2021-01-01,AXISBANK,0.0167293318076071,0.02208948031040194,0.010703126217243949
2021-01-04,AXISBANK,0.0165645924586117,0.02210189204780496,0.010541409760373599
2021-01-05,AXISBANK,0.0210934682429936,0.022113803304468778,0.010385265344217609
2021-01-06,AXISBANK,0.0214837296462439,0.02212523426136904,0.01022127006360777
2021-01-07,AXISBANK,0.02205620475085,0.02213620428572026,0.010067226619053089
2021-01-08,AXISBANK,0.0216731425297407,0.022146731963789235,0.009915076393426111
2021-01-11,AXISBANK,0.0215911732157811,0.022156835132385363,0.009764225555397348
2021-01-12,AXISBANK,0.0208931609539253,0.02216653090908114,0.009616780683476997
2021-01-13,AXISBANK,0.0210859404106211,0.022175835721214076,0.00947398150703033
2021-01-14,AXISBANK,0.021229193116902,0.022184765333719176,0.009334334027357248
2021-01-15,AXISBANK,0.0212300857439595,0.0221933348758391,0.009191354607022827
2021-01-18,AXISBANK,0.0223074028611532,0.022201558866757325,0.009048760503144541
2021-01-19,AXISBANK,0.0225039525262218,0.022209451240197645,0.008912226635784127
2021-01-20,AXISBANK,0.0195215109118165,0.022217025368031794,0.008777421288323784
2021-01-21,AXISBANK,0.0195430615977479,0.022224294082935088,0.008646974489092272
2021-01-22,AXISBANK,0.0227238130968702,0.02223126970012855,0.008510931380107532
2021-01-25,AXISBANK,0.0223194328596716,0.02223796403824431,0.008382486989842473
2021-01-27,AXISBANK,0.0241692536575606,0.022244388439349654,0.008255663505976008
2021-01-28,AXISBANK,0.0272101631202233,0.022250553788163624,0.008130017361212823
2021-01-29,AXISBANK,0.0272951465567584,0.02225647053049877,0.008007107050895353
2021-02-01,AXISBANK,0.0308063221918351,0.022262148690959244,0.007887848461308775
2021-02-02,AXISBANK,0.03080455398778,0.022267597889925262,0.00777113081454754
2021-02-03,AXISBANK,0.0310949657941154,0.022272827359852705,0.007652144195602952
2021-02-04,AXISBANK,0.0284365753004788,0.022277845960915466,0.0075336414089385625
2021-02-05,AXISBANK,0.0293170853134155,0.02228266219601703,0.007419826665118453
2021-02-08,AXISBANK,0.0292253238560311,0.022287284225196772,0.007307485566599719
2021-02-09,AXISBANK,0.0292310740447867,0.022291719879455305,0.007198565013809022
2021-02-10,AXISBANK,0.0292763428201238,0.0222959766740224,0.007085681851972616
2021-02-11,AXISBANK,0.029223047574387,0.022300061821089838,0.006978615680421669
2021-02-12,AXISBANK,0.0291460694451532,0.022303982242030895,0.006872931907716295
2021-02-15,AXISBANK,0.0309158482485685,0.022307744579127053,0.006768298927204802
2021-02-16,AXISBANK,0.0316385847961881,0.02231135520682187,0.006665869450304606
2021-02-17,AXISBANK,0.0307129169394215,0.022314820242521058,0.006566319816613232
2021-02-18,AXISBANK,0.0307007006711012,0.022318145556957075,0.0064688238916156176
2021-02-19,AXISBANK,0.032075015286042,0.022321336784135767,0.006369813139131612
2021-02-22,AXISBANK,0.0335864402638427,0.022324399330881938,0.006271325861603791
2021-02-23,AXISBANK,0.0316694991640567,0.022327338386000015,0.006176476434319881
2021-02-24,AXISBANK,0.0327647129893714,0.02233015892906532,0.0060828793122258045
2021-02-25,AXISBANK,0.0312595526398822,0.02233286573886087,0.005991975437081365
2021-02-26,AXISBANK,0.0324488464057636,0.02233546340147392,0.005898288733111426
2021-03-01,AXISBANK,0.0322455354313575,0.022337956318066128,0.0058090671705517405
2021-03-02,AXISBANK,0.0285947414867636,0.022340348712330288,0.005721020732781285
2021-03-03,AXISBANK,0.0292857764791619,0.022342644637646472,0.005633901282496745
2021-03-04,AXISBANK,0.0292385200023675,0.022344847983949576,0.005548561151320878
2021-03-05,AXISBANK,0.029136976445766,0.02234696248431994,0.005465499535938904
2021-03-08,AXISBANK,0.0284017339974161,0.02234899172130823,0.00538410177262701
2021-03-09,AXISBANK,0.0279918825760771,0.02235093913300527,0.005301720087429013
2021-03-10,AXISBANK,0.028273569802165,0.02235280801886712,0.005219863500307111
2021-03-12,AXISBANK,0.0283435034204224,0.022354601545305292,0.005140838835410012
2021-03-15,AXISBANK,0.0283858316358275,0.022356322751051486,0.005062875454150192
2021-03-16,AXISBANK,0.0282900370650554,0.022357974552306096,0.0049870396049009735
2021-03-17,AXISBANK,0.0250045801515997,0.022359559747679024,0.0049092694741686
2021-03-18,AXISBANK,0.0246712943182745,0.02236108102293132,0.004834936548183216
2021-03-19,AXISBANK,0.0248129821025676,0.02236254095552561,0.004761599760032804
2021-03-22,AXISBANK,0.024919966099682,0.02236394201899302,0.004689073240764408
2021-03-23,AXISBANK,0.0243230174870192,0.022365286587124035,0.004617987008910123
2021-03-24,AXISBANK,0.023783625499772,0.02236657693799035,0.004548709306804273
2021-03-25,AXISBANK,0.0240288318115149,0.022367815257804576,0.004480782618516787
2021-03-26,AXISBANK,0.0214625365627064,0.022369003644624255,0.0044122421620555385
2021-03-30,AXISBANK,0.0202131727795721,0.022370144111906593,0.0043442049192290635
2021-03-31,AXISBANK,0.0158757482666793,0.022371238591919786,0.00427837936959051
2021-04-01,AXISBANK,0.01666688975855,0.022372288939016834,0.004213451096811413
2021-04-05,AXISBANK,0.0185660257267414,0.022373296932777318,0.004150208903221434
2021-04-06,AXISBANK,0.0169085209642312,0.022374264281022516,0.004085639808215219
2021-04-07,AXISBANK,0.0169387089073038,0.02237519262270891,0.004023724454013027
2021-04-08,AXISBANK,0.0169635279738443,0.022376083530705054,0.003962651488696621
2021-04-09,AXISBANK,0.0166560370800012,0.022376938514456428,0.0039022815286941224
2021-04-12,AXISBANK,0.0190840009942734,0.022377759022542874,0.0038430800919051406
2021-04-13,AXISBANK,0.020891265363479,0.022378546445132885,0.0037853186461428326
2021-04-15,AXISBANK,0.0211985195887583,0.022379302116338932,0.0037286564874680008
2021-04-16,AXISBANK,0.0212230199632652,0.02238002731647783,0.0036716354880779014
2021-04-19,AXISBANK,0.0219951002902132,0.02238072327423996,0.0036150822806263307
2021-04-20,AXISBANK,0.0220623145718249,0.02238139116877097,0.003560262040863239
2021-04-22,AXISBANK,0.0222462726160961,0.02238203213166963,0.0035061988720007727
2021-04-23,AXISBANK,0.0226083497848729,0.022382647248905038,0.0034534761693424077
2021-04-26,AXISBANK,0.0246511721425338,0.022383237562656557,0.00339985880884254
2021-04-27,AXISBANK,0.0241861704393131,0.022383804073079574,0.0033482965734545856
2021-04-28,AXISBANK,0.023261076718266,0.022384347740000015,0.003297445236488038
2021-04-29,AXISBANK,0.0231514309223647,0.022384869484540586,0.003247200144537752
2021-04-30,AXISBANK,0.0232055236746656,0.02238537019068139,0.0031979051221750084
2020-11-02,BAJAJFINSV,0.0165883092428435,0.01769361779569457,0.017509602385088998
2020-11-03,BAJAJFINSV,0.015621146692213,0.01775627094613292,0.017427222589706942
2020-11-04,BAJAJFINSV,0.0152089761748689,0.017817284765596183,0.01737719757143873
2020-11-05,BAJAJFINSV,0.0175419148698685,0.017876702147474836,0.0173962470020316
2020-11-06,BAJAJFINSV,0.0191999596874932,0.01793456486284605,0.017393585040214446
2020-11-09,BAJAJFINSV,0.0191959440505204,0.01799091358983924,0.017364196683386252
2020-11-10,BAJAJFINSV,0.0233609124174907,0.018045787942233226,0.017312314611119446
2020-11-11,BAJAJFINSV,0.0241540161236918,0.01809922649730517,0.017225832082206353
2020-11-12,BAJAJFINSV,0.0230917710761288,0.01815126682295081,0.017079961047329048
2020-11-13,BAJAJFINSV,0.021859741794977,0.018201945504095145,0.01694002165769924
2020-11-14,BAJAJFINSV,0.0218581899785114,0.018251298168411995,0.016822344391250712
2020-11-17,BAJAJFINSV,0.0218684013393509,0.018299359511370676,0.016877368386715313
2020-11-18,BAJAJFINSV,0.0238785807812059,0.0183461633206273,0.0167591863622877
2020-11-19,BAJAJFINSV,0.0234805086752854,0.01839174249977787,0.016680417123340646
2020-11-20,BAJAJFINSV,0.0285744912429848,0.018436129091489856,0.016632192867227544
2020-11-23,BAJAJFINSV,0.0280182986902997,0.018479354300028568,0.016649174307869576
2020-11-24,BAJAJFINSV,0.0264188501464939,0.018521448513194084,0.016645666111854453
2020-11-25,BAJAJFINSV,0.0270291455180462,0.018562441323684217,0.016616934457881878
2020-11-26,BAJAJFINSV,0.0265249736288101,0.018602361549898506,0.01656697467257919
2020-11-27,BAJAJFINSV,0.0266316995297229,0.018641237256197877,0.016484358842863468
2020-12-01,BAJAJFINSV,0.0262449024650763,0.01867909577263419,0.016345688811592308
2020-12-02,BAJAJFINSV,0.0264637652725284,0.01871596371416356,0.016212622091839463
2020-12-03,BAJAJFINSV,0.0264386936169613,0.018751866999357002,0.016100573463403652
2020-12-04,BAJAJFINSV,0.0271190055624995,0.018786830868621426,0.01615154665087734
2020-12-07,BAJAJFINSV,0.0271005948320683,0.018820879901943956,0.016039030003313384
2020-12-08,BAJAJFINSV,0.027447690703985,0.01885403803617192,0.01596372038531039
2020-12-09,BAJAJFINSV,0.0273036961767342,0.01888632858184072,0.015917247209748346
2020-12-10,BAJAJFINSV,0.0252879651614667,0.0189177742395614,0.01593232768320465
2020-12-11,BAJAJFINSV,0.0249799328009947,0.018948397115979423,0.015928071547083006
2020-12-14,BAJAJFINSV,0.025341401305463,0.018978218739315884,0.015900010396008232
2020-12-15,BAJAJFINSV,0.0256978881043901,0.019007260074502097,0.0158519155134393
2020-12-16,BAJAJFINSV,0.0259440068102861,0.01903554153791817,0.01577299975225463
2020-12-17,BAJAJFINSV,0.0259458814754612,0.019063083011745943,0.015641176914667477
2020-12-18,BAJAJFINSV,0.0239965958459104,0.019089903857946386,0.015514647247337155
2020-12-21,BAJAJFINSV,0.0262128295487901,0.019116022931871264,0.015407961177733631
2020-12-22,BAJAJFINSV,0.0174528148444522,0.01914145859551867,0.015455160006240587
2020-12-23,BAJAJFINSV,0.0165758991856515,0.019166228730441708,0.015348040165475247
2020-12-24,BAJAJFINSV,0.0164816511622009,0.019190350750319416,0.01527604506506263
2020-12-28,BAJAJFINSV,0.0160254559919156,0.01921384161319879,0.01523127345456504
2020-12-29,BAJAJFINSV,0.0159204133670311,0.019236717833416454,0.015244608010130212
2020-12-30,BAJAJFINSV,0.0158643771961069,0.019258995493208458,0.01523969411963417
2020-12-31,BAJAJFINSV,0.0159377521013185,0.01928069025401623,0.015212313912194903
2021-01-01,BAJAJFINSV,0.0159237129936379,0.019301817367496768,0.015166027191527041
2021-01-04,BAJAJFINSV,0.0137990148044918,0.01932239168624471,0.015090651648472416
2021-01-05,BAJAJFINSV,0.0138470932545074,0.01934242767423389,0.014965339481565854
2021-01-06,BAJAJFINSV,0.0138575211711216,0.01936193941698564,0.01484502752716165
2021-01-07,BAJAJFINSV,0.0146973314271594,0.0193809406314711,0.014743450327106266
2021-01-08,BAJAJFINSV,0.0153265261120801,0.01939944467575439,0.014787133226052795
2021-01-11,BAJAJFINSV,0.0160030717208111,0.019417464558383463,0.014685154173592143
2021-01-12,BAJAJFINSV,0.0159955825434888,0.019435012947535284,0.014616334126915976
2021-01-13,BAJAJFINSV,0.0164361612803512,0.019452102179921674,0.014573214856594395
2021-01-14,BAJAJFINSV,0.0134494099984313,0.019468744269462167,0.014584947374678735
2021-01-15,BAJAJFINSV,0.013620686662948,0.019484950915729927,0.0145794583944628
2021-01-18,BAJAJFINSV,0.0149316083250849,0.019500733512176682,0.014552766532507682
2021-01-19,BAJAJFINSV,0.0218115060242657,0.019516103154142435,0.01450823197170688
2021-01-20,BAJAJFINSV,0.019926901358041,0.01953107064665562,0.01443624332736915
2021-01-21,BAJAJFINSV,0.0199924576481053,0.019545646512029155,0.014317121756083264
2021-01-22,BAJAJFINSV,0.0199208482135631,0.019559840997257744,0.014202723670097693
2021-01-25,BAJAJFINSV,0.0201264753908778,0.01957366408122163,0.014106013474678481
2021-01-27,BAJAJFINSV,0.0202258023323505,0.01958712548170185,0.01414642199288237
2021-01-28,BAJAJFINSV,0.0206682776323424,0.019600234662211953,0.014049339686090115
2021-01-29,BAJAJFINSV,0.0214375680994557,0.019613000838650946,0.013983560680096839
2021-02-01,BAJAJFINSV,0.0330424375244646,0.01962543298578218,0.013942044926328346
2021-02-02,BAJAJFINSV,0.0336411529186109,0.019637539843542707,0.013952308871125751
2021-02-03,BAJAJFINSV,0.0336458169258485,0.019649329923187544,0.013946320492344524
2021-02-04,BAJAJFINSV,0.0336386502912218,0.019660811513273195,0.013920321634537765
2021-02-05,BAJAJFINSV,0.0335834665760518,0.01967199268548458,0.01387748405370526
2021-02-08,BAJAJFINSV,0.0338297165098849,0.019682881300309537,0.013808735277673281
2021-02-09,BAJAJFINSV,0.033778942220377,0.019693485012564817,0.0136954998763026
2021-02-10,BAJAJFINSV,0.0336883276727561,0.019703811276777512,0.013586726563522809
2021-02-11,BAJAJFINSV,0.0336633416101468,0.019713867352425665,0.013494652791787043
2021-02-12,BAJAJFINSV,0.0331653305420294,0.01972366030904178,0.013532012666069442
2021-02-15,BAJAJFINSV,0.0332238666585253,0.019733197031182752,0.01343959448819338
2021-02-16,BAJAJFINSV,0.0330645115704589,0.019742484223269813,0.013376727775998267
2021-02-17,BAJAJFINSV,0.0326876860337633,0.01975152841430181,0.013336767214403031
2021-02-18,BAJAJFINSV,0.02986981241438,0.019760335962445145,0.013345686337899228
2021-02-19,BAJAJFINSV,0.0298491774544843,0.01976891305950366,0.013339267788653382
2021-02-22,BAJAJFINSV,0.0305780639131967,0.019777265735271533,0.013313964123198649
2021-02-23,BAJAJFINSV,0.0305854385777132,0.019785399861772288,0.013272769236862518
2021-02-24,BAJAJFINSV,0.0306776748677991,0.019793321157386887,0.013207119352965513
2021-02-25,BAJAJFINSV,0.0305266723644458,0.01980103519087384,0.01309948058503158
2021-02-26,BAJAJFINSV,0.0333949200568006,0.01980854738528407,0.012996056989368307
2021-03-01,BAJAJFINSV,0.0327180974580534,0.019815863021773412,0.01290839982794975
